Coin Name,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Price_to_MarketCap_Ratio,Volatility_Index
0x Protocol,0.39,-0.5,-1.6,-27.4,80.1,55447475.0,92825000.0,1.2,36529946.0,1.06761723655436e-08,-1.05
0x0.ai: AI Smart Contract,0.12,0.2,7.0,6.3,34.8,1458348.0,891250000.0,891000000.0,108787347.0,1.1030694589877258e-09,3.6
1inch,0.34,0.5,-1.5,-6.0,28.2,30902018.0,1040979121.0,1.5,356400022.0,9.539842284297054e-10,-0.5
A Hunters Dream,0.615,0.4,0.5,-15.9,21.5,1671632.0,636666666666667.0,667000000000000.0,42293355.0,1.4541291415637278e-08,0.45
AIOZ Network,0.06,5.5,1.1,163.3,390.1,5746712.0,991544442.0,120000000.0,56902742.0,1.0544307337597193e-09,3.3
ALEX Lab,0.615,-0.6,4.9,14.6,23.5,1149342.0,638100028.0,638000000.0,40978452.0,1.5007887560027888e-08,2.1500000000000004
APENFT,0.615,-0.3,-0.4,-2.7,21.5,6821827.0,990105682877398.0,1000000000000000.0,305485532.0,2.013188631139494e-09,-0.35
API3,1.33,0.3,-4.8,-3.5,22.8,9551711.0,97192405.0,126000000.0,129133174.0,1.0299444819655715e-08,-2.25
ARK,1.55,-0.6,-3.0,-5.1,252.0,5746712.0,354412760.0,120000000.0,274980204.0,5.636769401771191e-09,-1.8
ARPA,0.05,0.3,-1.6,-4.5,12.8,33193811.0,982174603.0,2000000000.0,47316066.0,1.0567235238872141e-09,-0.65
Aave,92.53,-0.6,4.3,-3.5,21.5,169071815.0,14640360.0,120000000.0,1353296683.0,6.83737728484479e-08,1.8499999999999999
Aavegotchi,0.79,0.2,-2.8,-3.5,-0.5,1970244.0,51157239.0,120000000.0,40156513.0,1.967302290415505e-08,-1.2999999999999998
Acala,0.06,-1.2,-5.9,-3.5,23.4,14792690.0,828566666.0,1.03,49055159.0,1.2231129451644424e-09,-3.5500000000000003
Access Protocol,0.615,0.2,-3.4,-4.8,-3.0,5746712.0,30558805084.0,86.9,64869956.0,9.480505890893466e-09,-1.5999999999999999
Adventure Gold,0.83,0.7,3.3,-3.5,1.9,39560499.0,77280001.0,77.3,64496633.0,1.2868888830212268e-08,2.0
Aergo,0.16,0.2,-3.7,-18.1,21.5,7521953.0,445000000.0,500000000.0,70063675.0,2.2836369916365365e-09,-1.75
Agoric,0.13,-0.1,-3.1,-10.5,39.2,252239.0,649159296.0,1.06,87192654.0,1.4909512904607767e-09,-1.6
AhaToken,0.01,-0.2,-3.9,-8.3,8.6,5746712.0,4424036536.0,7.77,98370357.0,1.0165664032305992e-10,-2.05
AirTor Protocol,0.73,5.1,18.2,-63.9,21.5,16339635.0,73271612.0,100000000.0,52987478.0,1.3776839879037081e-08,11.649999999999999
Akash Network,1.66,-0.6,-1.6,71.2,90.5,8343178.0,221870453.0,222000000.0,98370357.0,1.6875002293627946e-08,-1.1
Alchemix USD,0.99,0.2,0.4,0.4,0.2,2494799.0,167672845.0,120000000.0,166904250.0,5.931544583196653e-09,0.30000000000000004
Alchemy Pay,0.02,0.2,-4.0,-6.6,35.9,17714784.0,4943691067.0,10000000000.0,92350829.0,2.1656546255800259e-10,-1.9
Aleph Zero,1.41,0.2,3.3,1.1,87.0,3996914.0,248759366.0,347000000.0,98370357.0,1.4333586285551448e-08,1.75
Algorand,0.13,0.3,-1.6,-6.8,36.7,68159573.0,8006088059.0,8.01,1031403193.0,1.2604188243966392e-10,-0.65
Alien Worlds,0.01,-0.1,-5.2,-10.1,18.6,6557990.0,3758747731.0,6.19,45749721.0,2.1858056795581333e-10,-2.65
AllianceBlock Nexera,0.12,-1.1,13.2,17.6,66.0,2153613.0,791259050.0,850000000.0,93099291.0,1.2889464432119037e-09,6.05
Alpha Quark,1.49,1.5,-2.1,-3.5,28.9,3799643.0,26640785.0,30000000.0,39399290.0,3.7817940374052425e-08,-0.30000000000000004
Altura,0.06,-1.2,-6.0,-17.1,72.2,1109784.0,719755021.0,120000000.0,39595361.0,1.5153290305902248e-09,-3.6
Amp,0.615,0.2,1.9,21.6,67.5,13964879.0,56127938240.0,99.4,138359592.0,4.44493938663826e-09,1.05
Ampleforth,1.29,0.1,-7.1,-6.6,3.5,1203482.0,44545300.0,54.2,57440989.0,2.245783059201853e-08,-3.5
Ankr Network,0.02,-0.7,-5.4,-7.4,12.5,24203867.0,10000000000.0,10000000000.0,239631758.0,8.346139162406012e-11,-3.0500000000000003
Ankr Staked ETH,2301.48,0.6,2.3,0.8,22.2,178602.0,354412760.0,22.4,51381522.0,4.479197794101934e-05,1.45
ApeCoin,1.41,0.2,-1.6,-1.5,27.1,94043016.0,368593750.0,1000000000.0,98370357.0,1.4333586285551448e-08,-0.7000000000000001
Aptos,7.16,0.3,-1.0,-6.0,20.8,137618187.0,276002428.0,1.07,1975596895.0,3.6242211243199997e-09,-0.35
Aragon,0.615,0.8,1.7,0.3,4.7,16135948.0,40039312.0,43.2,206956294.0,2.971641925516892e-09,1.25
Arbitrum,1.0,0.2,-1.6,-10.8,19.0,330572699.0,1275000000.0,10000000000.0,1274970582.0,7.843318223321956e-10,-0.7000000000000001
Arc,0.06,0.2,11.2,24.8,138.5,1288263.0,835796619.0,995000000.0,46102804.0,1.3014392790512264e-09,5.699999999999999
Ardor,0.615,0.4,-0.9,-7.2,21.1,10601782.0,998466231.0,998000000.0,101455960.0,6.0617434402079485e-09,-0.25
Arkham,0.4,0.2,-2.8,-26.7,22.4,18489905.0,170500000.0,1000000000.0,68394588.0,5.848415959461588e-09,-1.2999999999999998
Artificial Liquid Intelligence,0.02,0.2,-1.4,4.9,22.9,5746712.0,3588163660.0,10000000000.0,60970103.0,3.2802962461782295e-10,-0.6
Arweave,7.75,1.1,-0.5,3.9,85.4,21507079.0,65454186.0,65.5,507054552.0,1.5284351495181922e-08,0.30000000000000004
AscendEx,0.05,0.2,-1.9,1.0,-3.5,1547979.0,742983478.0,743000000.0,38901169.0,1.2853084183665536e-09,-0.85
Astar,0.06,1.3,-0.4,-6.6,49.1,18127493.0,5364861787.0,8.27,340646665.0,1.7613558612117924e-10,0.45
Astrafer,0.49,0.1,-2.2,-11.0,40.9,5746712.0,156553961.0,888000000.0,77559528.0,6.317727977921681e-09,-1.05
Audius,0.615,0.4,-3.7,-11.0,20.1,12393576.0,1167950954.0,1.2,206827020.0,2.9734993039110653e-09,-1.6500000000000001
Aura BAL,9.89,0.2,-1.6,-3.5,10.4,5746712.0,3529856.0,3.53,34922035.0,2.8320228188305753e-07,-0.7000000000000001
Aura Finance,1.0,0.2,-1.6,-3.5,22.4,137381.0,39248833.0,67000000.0,39209542.0,2.5503995940579974e-08,-0.7000000000000001
Aurora,0.1,0.7,-1.7,4.5,101.8,916759.0,383630786.0,1000000000.0,38062455.0,2.627260905792861e-09,-0.5
Aurory,1.12,4.6,7.0,38.4,21.5,1565596.0,45967818.0,100000000.0,50832825.0,2.2033007215318057e-08,5.8
Automata,0.08,0.0,-4.9,-11.0,9.4,1726168.0,434909086.0,120000000.0,36766949.0,2.1758672442470004e-09,-2.45
Autonolas,2.44,3.1,29.6,93.7,143.5,3806476.0,47055302.0,536000000.0,114018453.0,2.1400044780470753e-08,16.35
Avalanche,20.08,0.5,-6.5,2.9,100.9,5746712.0,355636845.0,433000000.0,7141343014.0,2.8117960390132297e-09,-3.0
Axelar,0.64,0.5,-0.4,46.4,102.4,19049590.0,478717140.0,1.12,98370357.0,6.506024980675835e-09,0.04999999999999999
Axie Infinity,5.73,0.6,-3.8,-9.2,28.5,75366667.0,354412760.0,270000000.0,759117194.0,7.548241622360092e-09,-1.5999999999999999
Axion,0.615,0.2,-0.6,-12.2,50.0,218.0,0.0,120000000.0,23677349.0,2.5974191620860932e-08,-0.19999999999999998
BENQI Liquid Staked AVAX,22.23,-0.1,-6.5,2.9,101.3,736484.0,354412760.0,120000000.0,150858008.0,1.4735710947475854e-07,-3.3
BNB,231.63,-0.1,-12.6,-8.0,5.4,3715265116.0,153856150.0,154000000.0,35716332862.0,6.485268263541137e-09,-6.35
BORA,0.13,0.1,-5.0,-9.8,10.4,5746712.0,993750000.0,1.21,132252254.0,9.829700142577532e-10,-2.45
BTSE Token,0.88,0.2,-12.2,-12.2,-15.8,13646.0,162061501.0,200000000.0,142359295.0,6.181542273021231e-09,-6.0
Baby Doge Coin,0.615,-2.2,-5.6,-10.7,-1.7,1870288.0,1.46330991639139e+17,4.2e+17,98370357.0,6.251883379868185e-09,-3.9
Badger,3.41,0.6,-5.4,-7.7,51.4,15598609.0,19930670.0,120000000.0,67965872.0,5.0172239385084327e-08,-2.4000000000000004
BakerySwap,0.13,0.2,-8.6,-13.7,4.7,14598127.0,288705145.0,120000000.0,38773132.0,3.35283721727716e-09,-4.2
Balancer,3.57,0.3,-0.8,-9.6,21.5,11478573.0,44273080.0,60.2,158577400.0,2.2512665739254143e-08,-0.25
Bancor Network,0.74,-0.3,-1.9,-9.9,33.5,1429388.0,135600762.0,136000000.0,99761631.0,7.417681453102947e-09,-1.0999999999999999
Band Protocol,1.37,0.3,-5.9,-3.5,3.1,12628249.0,136197694.0,141000000.0,186989684.0,7.326607386533688e-09,-2.8000000000000003
BarnBridge,3.61,0.0,-6.0,-16.0,-4.7,7281910.0,9526214.0,120000000.0,34355398.0,1.0507810155481244e-07,-3.0
Basic Attention,0.2,0.7,-4.7,-11.3,4.0,46516507.0,1490413701.0,1.5,300902174.0,6.646678465008366e-10,-2.0
Bazaars,4.52,-0.1,-1.6,-2.6,-3.7,1560464.0,11672344.0,556000000.0,52800716.0,8.56048997517382e-08,-0.8500000000000001
Beam,0.01,-0.4,1.1,15.3,21.5,19701799.0,44457670333.0,62.8,377630264.0,2.6480928445925615e-11,0.35000000000000003
Bean,0.97,0.4,-1.8,2.8,-2.3,12296.0,36901601.0,36.9,35718669.0,2.715666700794478e-08,-0.7
Beldex,0.05,-0.6,-3.5,4.9,57.4,2697484.0,5911883992.0,9.92,285353693.0,1.752211421353499e-10,-2.05
Bella Protocol,0.57,0.2,-7.2,-12.5,2.5,5746712.0,59500000.0,100000000.0,33687291.0,1.692032760960209e-08,-3.5
Beta Finance,0.06,-0.2,-7.8,-10.3,21.5,3533790.0,354412760.0,1000000000.0,47983996.0,1.2504169098380217e-09,-4.0
Bficoin,23.2,0.6,12.4,-3.5,49.3,607498.0,354412760.0,21000000.0,43841140.0,5.291833195943354e-07,6.5
BiLira,0.03,-0.3,0.3,0.1,-2.8,33568.0,354412760.0,1.75,60000269.0,4.999977583433834e-10,0.0
Biconomy,0.25,0.6,-6.2,-14.5,18.7,7631716.0,701391763.0,1000000000.0,175352140.0,1.4257025890873074e-09,-2.8000000000000003
Bifrost,0.05,0.2,-1.8,3.5,-22.2,1636487.0,1384675071.0,2.37,65435353.0,7.641129405995564e-10,-0.8
BitTorrent,0.615,0.6,-3.4,-3.5,17.9,31884699.0,951421714286000.0,990000000000000.0,432507003.0,1.4219422939609604e-09,-1.4
Bitcoin,36456.94,0.4,-1.7,1.0,18.4,22801222945.0,19549806.0,120000000.0,712726163003.0,5.1151398520846145e-08,-0.6499999999999999
Bitcoin Avalanche Bridged (BTC.b),36283.16,0.2,-3.4,0.6,21.5,14795734.0,3733.0,3.73,98370357.0,0.00036884241459040354,-1.5999999999999999
Bitcoin Cash,219.26,0.0,-1.6,-5.7,-10.0,197348486.0,19565919.0,21000000.0,4285700162.0,5.116083526890465e-08,-0.8
Bitcoin Gold,15.76,-0.3,-2.8,-3.9,8.8,3412873.0,354412760.0,21000000.0,275864225.0,5.712955349683345e-08,-1.5499999999999998
Bitcoin SV,45.56,0.0,-4.2,-5.5,-9.9,38623645.0,19558969.0,21000000.0,98370357.0,4.6314765331186104e-07,-2.1
Bitgert,0.615,0.2,0.2,-7.4,8.0,1867120.0,395688215721653.0,427000000000000.0,60432468.0,1.0176648751131593e-08,0.2
Bitget Token,0.615,-0.1,-0.5,2.2,26.2,18555030.0,1400001000.0,2000000000.0,751366014.0,8.185092066195052e-10,-0.3
Bitkub Coin,1.29,0.2,-2.7,-3.5,21.5,390558.0,88850000.0,110000000.0,115002897.0,1.1217108730747887e-08,-1.25
Bittensor,244.18,-1.1,4.5,60.8,381.9,17665641.0,5653953.0,120000000.0,1393270902.0,1.7525665658378905e-07,1.7
Blox,0.17,4.2,5.0,8.4,8.0,148769.0,674579184.0,120000000.0,112785090.0,1.507291433646061e-09,4.6
Blur,0.51,0.2,36.4,43.2,175.4,296654526.0,1097706662.0,120000000.0,557830938.0,9.142554943770437e-10,18.3
Bluzelle,0.26,2.4,6.8,8.9,35.0,13616580.0,426454177.0,500000000.0,109272044.0,2.37938259853545e-09,4.6
Boba Network,0.615,0.4,-0.3,1.0,37.3,2930950.0,353636519.0,500000000.0,51002331.0,1.205827239543228e-08,0.05000000000000002
Bone ShibaSwap,0.62,0.2,-1.4,-6.3,-17.2,7526463.0,249917970.0,250000000.0,155107348.0,3.997231646304726e-09,-0.6
Bonk,0.615,0.2,16.4,62.8,1320.0,85916890.0,42974933572261.0,120000000.0,98370357.0,6.251883379868185e-09,8.299999999999999
Bounce,8.67,-0.3,-8.2,8.0,37.4,7555897.0,6500020.0,7.64,56220973.0,1.542129126794017e-07,-4.25
CANTO,0.29,0.2,6.4,17.3,1.6,10691840.0,551216876.0,1000000000.0,160927730.0,1.8020511443242253e-09,3.3000000000000003
CEEK Smart VR,0.615,0.8,-2.0,-14.7,7.9,6532388.0,830725361.0,1000000000.0,37030451.0,1.660795327607541e-08,-0.6
COMBO,0.615,0.2,-6.5,-18.1,2.8,3656446.0,71051748.0,100000000.0,39805634.0,1.5450074228185888e-08,-3.15
COTI,0.05,0.2,-6.1,-12.0,17.9,5576433.0,1262013246.0,2000000000.0,57352228.0,8.718057125871379e-10,-2.9499999999999997
